Sr no.,File name,Query,Response,Summary,,,,,,,,
1203,c2288317.wav,Caller requests to update business classification for GVP Infotech Limited on the NSE website and reports lack of response to emails.,NSE staff confirms the query is handled by a specific department and transfers the call to the appropriate option for resolution.,Caller is guided to the correct department for updating business classification details on the NSE website.,,,,,,,,
1204,c2288322.wav,"Caller reports issues with Aditya Birla's trading platform, delayed margin updates, and financial losses, seeking help with complaints.",NSE staff advises raising a complaint on SEBI's SCORES portal and explains the process for registering and following up on complaints.,Caller is guided to use SEBI's SCORES portal to file a complaint about trading platform issues and financial losses.,,,,,,,,
1205,c2288325.wav,Internal call about coordinating a meeting after a colleague returns from the canteen.,Staff agree to call each other once the colleague returns and coordinate the meeting location.,Internal staff coordinate on meeting logistics after a colleague's return.,,,,,,,,
1206,c2288330.wav,Caller asks about opening a password-protected PDF for stock details and seeks information about their shares in Groww.,NSE staff explains the PDF password is the PAN card number used for the Demat account and advises contacting Groww for share details.,Caller is guided on opening secure PDFs and advised to contact Groww for account-specific information.,,,,,,,,
1207,c2288358.wav,Internal call about confirming the response to an arbitration award and advising the investor to go to court if not satisfied.,Staff agree to provide a standard response and confirm the process for challenging arbitration awards under Section 34.,Internal staff coordinate on providing guidance for challenging arbitration awards in court.,,,,,,,,
1208,c2288362.wav,"Caller wants to change their email ID for their trading account and profile, and asks about the process.",NSE staff advises contacting the broker (Zerodha) for email updates and explains that NSE only provides trade alerts based on broker data.,Caller is guided to contact their broker for updating email information in trading accounts.,,,,,,,,
1209,c2288365.wav,Caller asks why a share (GOL Offshore Limited) is non-tradable on NSE and how to get more information.,NSE staff advises contacting the company's Registrar and Transfer Agent (RTA) for details on the suspension.,Caller is guided to contact the RTA for information on non-tradable shares.,,,,,,,,
1210,c2288376.wav,"Caller follows up on a Carvey fraud claim, asks about payment status, and provides PAN details for verification.","NSE staff checks the claim status, confirms document receipt, and advises the caller to wait for payment disbursement.",Caller is advised that payment is being processed and to wait for disbursement after submitting required documents.,,,,,,,,
1211,c2288377.wav,"Caller follows up on a claim against Carvey, provides reference number, and asks about document requirements.","NSE staff checks the claim, confirms receipt of documents, and advises the caller to wait for further updates.",Caller is advised to wait for further updates after submitting documents for a Carvey claim.,,,,,,,,
1212,c2288387.wav,Internal call about providing a response to a filed case and confirming the process.,Staff agree to provide the response and confirm the process for handling the case.,Internal staff coordinate on providing a response to a filed case.,,,,,,,,
1213,c2288389.wav,"Caller follows up on a claim payment, reports receiving partial payment, and seeks clarification on the remaining amount.","NSE staff checks payment records, requests a bank statement for verification, and explains the process for claim evaluation.",Caller is advised to provide a bank statement to resolve discrepancies in claim payments.,,,,,,,,
1214,c2288421.wav,Caller receives a Gmail message about fund supporter balance and seeks clarification on the broker and account details.,NSE staff explains how to open the PDF with the PAN card number and advises contacting the broker for account details.,Caller is guided on opening secure PDFs and advised to contact the broker for account-specific information.,,,,,,,,
